
16,16,0.019905,0.006546,0.004833
16,16,0.009406,0.005034,0.004629
16,16,0.017005,0.006474,0.004885
16,16,0.011301,0.005369,0.004708
16,16,0.011819,0.005102,0.004721
32,16,0.014847,0.008253,0.006147
32,16,0.011778,0.005584,0.005244
32,16,0.033481,0.005929,0.005091
32,16,0.034559,0.006427,0.005215
32,16,0.029798,0.006680,0.005427
64,16,0.044099,0.009578,0.007600
64,16,0.042930,0.009814,0.007643
64,16,0.052282,0.010917,0.007885
64,16,0.017708,0.008582,0.007457
64,16,0.035792,0.009301,0.007659
128,16,0.070823,0.020547,0.018589
128,16,0.046348,0.021335,0.018680
128,16,0.051074,0.020904,0.018240
128,16,0.120702,0.022075,0.018316
128,16,0.139594,0.022896,0.018574
256,16,0.233996,0.067943,0.060700
256,16,0.219668,0.073239,0.063410
256,16,0.360468,0.083530,0.065191
256,16,0.326191,0.074633,0.063714
256,16,0.223479,0.073637,0.067108
512,16,1.657342,0.399624,0.353412
512,16,1.608012,0.374865,0.284240
512,16,1.623710,0.416875,0.314335
512,16,1.678194,0.373134,0.329182
512,16,1.732288,0.384351,0.329057
1024,16,6.788267,1.662489,1.342208
1024,16,6.849552,1.630136,1.424501
1024,16,6.780710,1.528411,1.329172
1024,16,7.296942,1.535447,1.291269
1024,16,7.580089,1.596087,1.388831
16,36,0.023730,0.058756,0.012450
16,36,0.017008,0.007671,0.006069
16,36,0.017290,0.009302,0.007030
16,36,0.011954,0.006491,0.007031
16,36,0.027507,0.007796,0.009525
32,36,0.036610,0.006758,0.005612
32,36,0.033505,0.009051,0.007049
32,36,0.028095,0.018033,0.016929
32,36,0.034295,0.008046,0.006676
32,36,0.018744,0.008479,0.220000
64,36,0.039525,0.010889,0.008745
64,36,0.031611,0.049362,0.041531
64,36,0.025800,0.011186,0.009137
64,36,0.061394,0.015052,0.009713
64,36,0.028413,0.024166,0.009909
128,36,0.125621,0.040175,0.030527
128,36,0.065448,0.026538,0.022448
128,36,0.062303,0.026258,0.022345
128,36,0.054699,0.025573,0.023854
128,36,0.065039,0.024781,0.022502
256,36,0.314669,0.116125,0.076665
256,36,0.351283,0.112649,0.096051
256,36,0.596530,0.104287,0.081423
256,36,0.332951,0.138854,0.133571
256,36,0.375844,0.115443,0.075450
512,36,1.710444,0.422172,0.327691
512,36,1.648432,0.403387,0.310384
512,36,1.896520,0.456758,0.384904
512,36,1.975256,0.449258,0.321339
512,36,1.808454,0.472915,0.325235
1024,36,6.998101,1.540833,1.332558
1024,36,7.236287,1.613103,1.269808
1024,36,6.716359,1.506476,1.327194
1024,36,6.858062,2.275154,1.967490
1024,36,12.004490,2.548870,2.067582
16,49,0.400449,0.232525,0.265795
16,49,0.351689,0.455015,0.329361
16,49,0.368860,0.170691,0.156683
16,49,0.360895,0.355019,0.407389
16,49,0.246322,0.219862,0.247348
32,49,0.317244,0.037959,0.055383
32,49,0.732618,0.310766,0.018779
32,49,0.817251,0.439339,0.459914
32,49,0.693343,0.423291,0.340852
32,49,0.864327,0.446951,0.571593
64,49,0.392277,0.442227,0.371097
64,49,1.089464,0.624778,0.543324
64,49,0.759632,0.360577,0.029608
64,49,0.885989,0.378306,0.443015
64,49,0.334273,0.082835,0.036058
128,49,1.166853,0.449295,0.435165
128,49,1.193577,0.209760,0.145999
128,49,1.540954,0.623868,0.498416
128,49,0.794442,0.275119,0.243020
128,49,1.211034,0.461112,0.396547
256,49,2.441884,0.621969,0.731193
256,49,2.236264,0.621796,0.648934
256,49,1.611935,0.595047,0.512580
256,49,1.622895,0.313815,0.389733
256,49,3.021268,0.794646,0.649008
512,49,4.416680,1.201008,0.813002
512,49,4.998771,1.179388,0.644539
512,49,4.490688,1.129632,0.984225
512,49,4.839834,1.157156,0.845219
512,49,3.274259,0.926364,0.751904
1024,49,15.162751,3.529090,2.539114
1024,49,13.921539,3.481601,2.586841
1024,49,11.214823,2.915045,2.678491
1024,49,11.984658,3.156891,2.515640
1024,49,12.429283,3.072568,2.710041
16,64,0.650317,0.082364,0.008043
16,64,0.368268,0.027262,0.004993
16,64,0.701040,0.585422,0.187327
16,64,0.640506,0.556942,0.115167
16,64,0.505199,0.463337,0.451015
32,64,0.609181,0.440270,0.707556
32,64,0.281211,0.330884,0.377188
32,64,0.673501,0.575923,0.503931
32,64,0.665507,0.085571,0.084264
32,64,0.741642,0.543078,0.455098
64,64,0.865492,0.529302,0.614825
64,64,0.179146,0.030507,0.024936
64,64,1.000192,0.446384,0.379600
64,64,0.733222,0.555537,0.344739
64,64,0.060793,0.131037,0.016568
128,64,1.597351,0.464372,0.447497
128,64,0.657660,0.093736,0.139008
128,64,1.537451,1.305173,0.400097
128,64,1.313318,0.569905,0.462126
128,64,0.849226,0.543774,0.507227
256,64,1.973279,0.741695,0.603676
256,64,2.446902,0.923085,0.583953
256,64,1.039087,0.698884,0.651928
256,64,2.517836,0.698478,0.521966
256,64,2.758656,0.802315,0.675995
512,64,6.019543,1.179709,0.879564
512,64,3.119554,1.534719,0.907885
512,64,5.586101,1.075548,0.998207
512,64,5.398590,1.362441,0.957235
512,64,4.445516,1.259516,0.938275
1024,64,15.956956,3.101837,2.592816
1024,64,15.322104,3.655321,2.582412
1024,64,14.010793,3.786018,2.133592
1024,64,13.240406,3.073704,2.086836
1024,64,12.743759,3.417777,2.488636
