3,16,4,1,0,0.000790
3,16,4,1,1,0.000686
3,256,4,1,0,0.221492
3,256,4,1,1,0.157958
3,2048,4,1,0,1.522335
3,2048,4,1,1,0.530751
3,16,4,8,0,0.540693
3,16,4,8,1,0.341773
3,256,4,8,0,4.689042
3,256,4,8,1,3.495907
3,2048,4,8,0,41.654656
3,2048,4,8,1,9.992076
3,16,16,1,0,0.049463
3,16,16,1,1,0.044998
3,256,16,1,0,1.567590
3,256,16,1,1,1.354709
3,2048,16,1,0,12.067483
3,2048,16,1,1,6.863425
3,16,16,8,0,7.559547
3,16,16,8,1,0.685839
3,256,16,8,0,15.055070
3,256,16,8,1,28.277822
3,2048,16,8,0,109.271660
3,2048,16,8,1,57.937699
3,16,4,1,0,0.072313
3,16,4,1,1,0.030591
3,256,4,1,0,0.149673
3,256,4,1,1,0.309699
3,2048,4,1,0,0.372008
3,2048,4,1,1,0.345116
3,16,4,8,0,0.255349
3,16,4,8,1,0.331735
3,256,4,8,0,0.705791
3,256,4,8,1,0.406334
3,2048,4,8,0,6.059653
3,2048,4,8,1,9.165810
3,16,16,1,0,0.046441
3,16,16,1,1,0.016661
3,256,16,1,0,0.246534
3,256,16,1,1,0.145681
3,2048,16,1,0,3.071069
3,2048,16,1,1,3.782849
3,16,16,8,0,15.560991
3,16,16,8,1,2.441063
3,256,16,8,0,29.754230
3,256,16,8,1,15.051470
3,2048,16,8,0,112.380490
3,2048,16,8,1,72.306815
3,16,4,1,0,0.049974
3,16,4,1,1,0.067492
3,256,4,1,0,0.096658
3,256,4,1,1,0.103788
3,2048,4,1,0,0.583420
3,2048,4,1,1,1.060014
3,16,4,8,0,0.212211
3,16,4,8,1,0.147870
3,256,4,8,0,1.248447
3,256,4,8,1,0.996547
3,2048,4,8,0,8.454561
3,2048,4,8,1,19.605468
3,16,16,1,0,0.059700
3,16,16,1,1,0.044156
3,256,16,1,0,0.939978
3,256,16,1,1,0.364765
3,2048,16,1,0,7.015695
3,2048,16,1,1,14.052414
