4,16,4,1,0,0.000550
4,16,4,1,1,0.004022
4,256,4,1,0,0.041427
4,256,4,1,1,0.055473
4,2048,4,1,0,0.961527
4,2048,4,1,1,0.600560
4,16,4,8,0,0.889595
4,16,4,8,1,0.472135
4,256,4,8,0,0.216646
4,256,4,8,1,0.430349
4,2048,4,8,0,1.263599
4,2048,4,8,1,1.238272
4,16,16,1,0,0.178757
4,16,16,1,1,0.565123
4,256,16,1,0,0.890331
4,256,16,1,1,0.522642
4,2048,16,1,0,0.590423
4,2048,16,1,1,1.074647
4,16,16,8,0,0.964528
4,16,16,8,1,1.945015
4,256,16,8,0,0.835658
4,256,16,8,1,1.707411
4,2048,16,8,0,7.980608
4,2048,16,8,1,9.426816
4,16,4,1,0,0.262320
4,16,4,1,1,0.263674
4,256,4,1,0,0.036786
4,256,4,1,1,0.540171
4,2048,4,1,0,0.943069
4,2048,4,1,1,1.175164
4,16,4,8,0,0.289096
4,16,4,8,1,0.260477
4,256,4,8,0,0.692864
4,256,4,8,1,0.776637
4,2048,4,8,0,0.602707
4,2048,4,8,1,0.937167
4,16,16,1,0,0.034122
4,16,16,1,1,0.073173
4,256,16,1,0,0.183912
4,256,16,1,1,0.221217
4,2048,16,1,0,5.645285
4,2048,16,1,1,0.877475
4,16,16,8,0,0.218054
4,16,16,8,1,0.873076
4,256,16,8,0,15.913957
4,256,16,8,1,6.325302
4,2048,16,8,0,29.793058
4,2048,16,8,1,7.482669
4,16,4,1,0,0.007524
4,16,4,1,1,0.012850
4,256,4,1,0,0.042274
4,256,4,1,1,0.044902
4,2048,4,1,0,0.049427
4,2048,4,1,1,0.179179
4,16,4,8,0,0.319932
4,16,4,8,1,0.347310
4,256,4,8,0,0.437567
4,256,4,8,1,0.390177
4,2048,4,8,0,1.155666
4,2048,4,8,1,1.040840
4,16,16,1,0,0.229996
4,16,16,1,1,1.403490
4,256,16,1,0,0.498940
4,256,16,1,1,1.039092
4,2048,16,1,0,0.470865
4,2048,16,1,1,1.453023
4,16,16,8,0,2.120658
4,16,16,8,1,2.456283
4,256,16,8,0,5.097316
4,256,16,8,1,5.309709
4,2048,16,8,0,33.820887
4,2048,16,8,1,30.818075
4,16,4,1,0,0.017609
4,16,4,1,1,0.006524
4,256,4,1,0,0.075706
4,256,4,1,1,0.073148
4,2048,4,1,0,0.203419
4,2048,4,1,1,0.240173
4,16,4,8,0,0.414118
4,16,4,8,1,0.590738
4,256,4,8,0,4.971683
4,256,4,8,1,12.264823
4,2048,4,8,0,8.631595
4,2048,4,8,1,1.492791
4,16,16,1,0,3.748774
4,16,16,1,1,0.630992
4,256,16,1,0,0.493420
4,256,16,1,1,0.243127
4,2048,16,1,0,0.532519
4,2048,16,1,1,0.905776
4,16,16,8,0,1.007461
4,16,16,8,1,1.213206
4,256,16,8,0,2.764931
4,256,16,8,1,5.935189
4,2048,16,8,0,20.735379
4,2048,16,8,1,11.747882
4,16,4,1,0,0.015205
4,16,4,1,1,0.042170
4,256,4,1,0,0.042602
4,256,4,1,1,0.075841
4,2048,4,1,0,0.198105
4,2048,4,1,1,0.385243
4,16,4,8,0,0.210452
4,16,4,8,1,0.520089
4,256,4,8,0,0.466003
4,256,4,8,1,0.768861
4,2048,4,8,0,1.322852
4,2048,4,8,1,1.049954
4,16,16,1,0,0.109029
4,16,16,1,1,0.222817
4,256,16,1,0,0.836891
4,256,16,1,1,1.653225
4,2048,16,1,0,1.275478
4,2048,16,1,1,2.792521
4,16,16,8,0,1.040793
4,16,16,8,1,1.910865
4,256,16,8,0,7.514302
4,256,16,8,1,5.698307
4,2048,16,8,0,23.307078
4,2048,16,8,1,12.507682
4,16,4,1,0,0.064776
4,16,4,1,1,0.062196
4,256,4,1,0,3.715938
4,256,4,1,1,1.642526
4,2048,4,1,0,2.840901
4,2048,4,1,1,2.061018
4,16,4,8,0,2.245580
4,16,4,8,1,1.976080
4,256,4,8,0,10.682419
4,256,4,8,1,1.967009
4,2048,4,8,0,4.486932
4,2048,4,8,1,9.666992
4,16,16,1,0,0.300400
4,16,16,1,1,0.201401
4,256,16,1,0,0.365698
4,256,16,1,1,0.300251
4,2048,16,1,0,1.589437
4,2048,16,1,1,1.318733
4,16,16,8,0,1.092079
4,16,16,8,1,1.199712
4,256,16,8,0,6.069236
4,256,16,8,1,3.871063
4,2048,16,8,0,11.268655
4,2048,16,8,1,4.302832
4,16,4,1,0,0.000504
4,16,4,1,1,0.000934
4,256,4,1,0,0.060226
4,256,4,1,1,0.031601
4,2048,4,1,0,0.125959
4,2048,4,1,1,0.376351
4,16,4,8,0,0.218882
4,16,4,8,1,0.519442
4,256,4,8,0,1.732473
4,256,4,8,1,0.844094
4,2048,4,8,0,2.774924
4,2048,4,8,1,5.156000
4,16,16,1,0,0.493811
4,16,16,1,1,0.676484
4,256,16,1,0,0.768380
4,256,16,1,1,1.497080
4,2048,16,1,0,0.502404
4,2048,16,1,1,1.010398
4,16,16,8,0,0.699678
4,16,16,8,1,1.757124
4,256,16,8,0,5.843021
4,256,16,8,1,3.109859
4,2048,16,8,0,30.661738
4,2048,16,8,1,16.549924
4,16,4,1,0,0.013572
4,16,4,1,1,0.004907
4,256,4,1,0,0.028286
4,256,4,1,1,0.026814
4,2048,4,1,0,0.116834
4,2048,4,1,1,0.124177
4,16,4,8,0,0.091045
4,16,4,8,1,0.300776
4,256,4,8,0,0.438898
4,256,4,8,1,0.256281
4,2048,4,8,0,0.561540
4,2048,4,8,1,0.976408
4,16,16,1,0,0.097510
4,16,16,1,1,0.240536
4,256,16,1,0,0.510388
4,256,16,1,1,0.420405
4,2048,16,1,0,0.515927
4,2048,16,1,1,1.833143
4,16,16,8,0,1.000812
4,16,16,8,1,1.694541
4,256,16,8,0,83.632794
4,256,16,8,1,16.744503
4,2048,16,8,0,36.502655
4,2048,16,8,1,12.457053
4,16,4,1,0,0.037148
4,16,4,1,1,0.106708
4,256,4,1,0,0.083241
4,256,4,1,1,0.051724
4,2048,4,1,0,0.154696
4,2048,4,1,1,0.332493
4,16,4,8,0,0.170988
4,16,4,8,1,2.130657
4,256,4,8,0,7.591703
4,256,4,8,1,2.697021
4,2048,4,8,0,4.233116
4,2048,4,8,1,3.082480
4,16,16,1,0,0.194169
4,16,16,1,1,0.359585
4,256,16,1,0,0.476269
4,256,16,1,1,0.418861
4,2048,16,1,0,2.062060
4,2048,16,1,1,3.598408
4,16,16,8,0,5.206352
4,16,16,8,1,3.042722
4,256,16,8,0,2.908089
4,256,16,8,1,3.860909
4,2048,16,8,0,22.038891
4,2048,16,8,1,10.870369
4,16,4,1,0,0.000499
4,16,4,1,1,0.000931
4,256,4,1,0,0.003389
4,256,4,1,1,0.007375
4,2048,4,1,0,0.024941
4,2048,4,1,1,0.053347
4,16,4,8,0,0.039498
4,16,4,8,1,0.074230
4,256,4,8,0,0.384413
4,256,4,8,1,0.075335
4,2048,4,8,0,0.627297
4,2048,4,8,1,0.570628
4,16,16,1,0,0.295979
4,16,16,1,1,0.284203
4,256,16,1,0,0.200004
4,256,16,1,1,0.396743
4,2048,16,1,0,1.042085
4,2048,16,1,1,7.497392
4,16,16,8,0,3.750414
4,16,16,8,1,1.533170
4,256,16,8,0,3.280821
4,256,16,8,1,2.845646
4,2048,16,8,0,8.928229
4,2048,16,8,1,4.581015
